-0.696	-0.567	-0.422	-0.309	0.003	0.02	0.000
-1.127	-0.876	-0.652	-0.506	-0.150	-0.02	0.000
-0.738	-0.466	-0.367	-0.152	0.108	-0.04	0.000
-0.900	-0.660	-0.492	-0.252	-0.122	-0.08	0.000
-0.523	-0.300	-0.154	-0.075	0.027	-0.10	0.000
-0.295	-0.184	-0.085	-0.042	-0.267	-0.07	0.000
-0.146	-0.071	-0.055	-0.063	-0.152	-0.02	0.000
0.081	0.035	0.055	0.043	-0.084	0.00	0.000
0.411	0.314	0.192	0.056	-0.239	-0.04	0.000
0.154	0.208	-0.062	-0.218	-0.403	-0.08	0.000
0.522	0.347	0.133	-0.091	-0.074	-0.09	0.000
0.560	0.485	0.290	0.110	-0.210	-0.09	0.000
0.492	0.345	0.172	-0.052	-0.179	-0.11	0.000
0.305	0.271	0.157	-0.032	-0.237	-0.14	0.000
0.196	0.170	0.040	0.016	0.009	-0.16	0.000
0.145	0.142	0.183	0.067	0.066	-0.17	0.000
-0.505	-0.323	-0.195	-0.143	0.341	-0.14	0.000
-0.240	-0.082	0.045	0.161	0.423	-0.10	0.000
-0.570	-0.437	-0.290	-0.093	0.493	-0.05	0.000
-0.136	-0.029	0.062	0.269	0.449	-0.03	0.000
-0.663	-0.493	-0.368	-0.130	0.244	-0.04	0.000
-0.107	0.016	0.123	0.184	0.360	-0.03	0.000
-0.659	-0.467	-0.340	-0.250	0.088	-0.01	0.000
0.112	0.356	0.365	0.409	0.468	0.04	0.000
-0.433	-0.346	-0.233	-0.024	0.175	0.04	0.000
0.104	0.175	0.267	0.362	0.507	0.04	0.000
-0.439	-0.392	-0.170	-0.059	0.237	-0.01	0.000
-0.131	0.053	0.205	0.203	0.652	0.00	0.000
-0.740	-0.560	-0.329	-0.157	0.366	0.00	0.000
-0.041	0.128	0.424	0.482	0.525	0.08	0.000
-0.455	-0.273	0.031	0.118	0.365	0.08	0.000
0.095	0.258	0.466	0.675	0.878	0.10	0.000
-0.398	-0.214	-0.108	0.055	0.202	0.02	0.000
0.418	0.460	0.455	0.388	0.402	0.02	0.000
0.077	0.014	0.047	-0.123	0.000	-0.05	0.000
0.612	0.579	0.327	0.165	0.126	-0.02	0.000
0.339	0.258	-0.035	-0.278	-0.308	-0.04	0.000
0.585	0.526	0.248	0.036	0.133	0.03	0.000
0.443	0.303	0.060	-0.125	-0.069	0.04	0.000
0.386	0.291	0.117	-0.076	-0.062	0.07	0.000
0.288	0.277	0.098	-0.182	-0.233	0.02	0.000
-0.089	-0.148	-0.013	-0.064	-0.107	-0.01	0.000
